0.1000,-2.3026
0.3000,-1.2040
0.5000,-0.6931
0.7000,-0.3567
0.9000,-0.1054
1.1000,0.0953
1.3000,0.2624
1.5000,0.4055
1.7000,0.5306
1.9000,0.6419
2.1000,0.7419
2.3000,0.8329
2.5000,0.9163
2.7000,0.9933
2.9000,1.0647
3.1000,1.1314
3.3000,1.1939
3.5000,1.2528
3.7000,1.3083
3.9000,1.3610
4.1000,1.4110
4.3000,1.4586
4.5000,1.5041
4.7000,1.5476
4.9000,1.5892
