0.1000,0.9950
0.3600,0.9359
0.6200,0.8139
0.8800,0.6372
1.1400,0.4176
1.4000,0.1700
1.6600,-0.0891
1.9200,-0.3421
2.1800,-0.5722
2.4400,-0.7638
2.7000,-0.9041
2.9600,-0.9836
3.2200,-0.9969
3.4800,-0.9433
3.7400,-0.8262
4.0000,-0.6536
4.2600,-0.4371
4.5200,-0.1912
4.7800,0.0676
5.0400,0.3218
